feature_rank,global_rank,domain,dataset,family,feature,plot_label,pre_mean,post_mean,standardized_slope_change_per_year,standardized_slope_change_per_year_ci_low,standardized_slope_change_per_year_ci_high,slope_change_q
1,1,arxiv,arXiv,marker_words,word_across_per_1k_words,`across`,0.5102882239790117,1.7856829300138557,5.948540799693263,5.371530919390591,6.525550679995936,1.037492731206531e-89
2,2,medarxiv,medRxiv,verbs,verb_underscore_per_1k_words,`underscore`,0.0321772691964112,0.2132159704833973,4.484244960430535,2.393070355712811,6.575419565148258,7.903466375684474e-05
3,3,arxiv,arXiv,readability,gunning_fog,Gunning Fog,19.650161599974517,20.912640757366205,4.408505277330245,4.179206300542186,4.637804254118302,3.30252409388955e-310
4,4,arxiv,arXiv,readability,avg_syllables_per_word,syllables/word,1.903162169864182,1.9873581958298083,4.2335592462764415,3.989396983524873,4.477721509028009,6.565810381296718e-253
5,5,arxiv,arXiv,marker_words,marker_words_total_per_1k_words,words,2.828850656545757,6.608436020948002,3.89787132802134,3.302908965939253,4.492833690103426,5.807667266479829e-37
6,6,arxiv,arXiv,readability,flesch_kincaid_grade,FKGL,16.61341631473965,17.61088912686401,3.693613067951604,3.4673914224257567,3.91983471347745,1.2039832753638548e-224
7,7,arxiv,arXiv,readability,flesch_reading_ease,FRE,18.49858140692236,10.43890710765564,-3.638001197113513,-3.808961005321847,-3.46704138890518,0.0
8,8,arxiv,arXiv,readability,smog_index,SMOG,17.244282718562147,18.024982021491034,3.465467761597856,3.2801764305199392,3.650759092675772,8.109537346774195e-294
9,9,arxiv,arXiv,verbs,verb_align_per_1k_words,`align`,0.1081822516357514,0.4005238179992608,3.211850522710865,2.798529656663771,3.6251713887579577,1.9864103330180577e-51
10,10,arxiv,arXiv,marker_words,word_while_per_1k_words,`while`,1.1705742354983797,2.0931683616047545,3.207952346595345,2.6324828421731965,3.783421851017493,3.462805104588809e-27
11,12,arxiv,arXiv,readability,automated_readability_index,ARI,18.59940818732213,20.138950118282505,3.125709776383601,2.7990895541016045,3.452329998665597,1.699500112706543e-78
12,14,medarxiv,medRxiv,verbs,marker_verbs_total_per_1k_words,verbs,0.380176561758497,1.1782538550758954,2.8393252687892745,1.067902020025822,4.610748517552726,0.0037808045993274
13,15,medarxiv,medRxiv,punctuation,em_dash_per_1k_words,em dash,0.1165223777980691,0.2555498900530373,2.758631633961338,2.081425029140852,3.435838238781824,4.244872911175092e-15
14,16,arxiv,arXiv,readability,dale_chall,Dale-Chall,13.000140907018794,13.819412116739713,2.665023427665565,2.510184786178321,2.8198620691528093,2.503321188803207e-249
15,17,arxiv,arXiv,syntax,list_of_three_per_1k_words,list of three,2.9633326561519717,3.829359764292842,2.6465351587378603,2.053763885749485,3.239306431726235,4.237794046257052e-18
16,19,medarxiv,medRxiv,discourse_marker_totals,emphasis_markers_total_per_1k_words,emphasis m.,0.3742911907415809,0.6387627658229934,2.480356833956052,1.45297806006289,3.507735607849213,1.1118958120437233e-05
17,20,medarxiv,medRxiv,emphasis_markers,emphasis_marker_particularly_per_1k_words,`particularly`,0.2384913416998992,0.4385105652499552,2.373448982928977,1.4266689270193669,3.320229038838588,4.474292706817029e-06
18,23,arxiv,arXiv,syntax,clause_depth,clause depth,11.527697945796929,11.349521978851609,-2.253017908014298,-2.6428153834747032,-1.863220432553892,2.3638197955301637e-29
19,24,arxiv,arXiv,verbs,verb_exhibit_per_1k_words,`exhibit`,0.157163095875058,0.371962673186867,2.1551348069044605,1.4039425105339676,2.906327103274953,8.437968471595928e-08
20,25,arxiv,arXiv,syntax,dependency_length,dep. length,3.368729496381832,3.443444671518749,2.1010012895493118,1.2361392912445937,2.965863287854029,2.74635819695766e-06
